,mean,Standard deviation
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.25, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.25, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.25, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.25, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.25, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.25, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.75, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.75, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.75, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.75, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.75, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.1, 0.75, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.1, 1.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.1, 2, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.1, 2, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.1, 2, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.1, 2, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.1, 2, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.1, 2, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.1, 3, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.1, 3, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.1, 3, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.1, 3, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.1, 3, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.1, 3, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.01, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.01, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.01, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.01, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.01, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.01, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.05, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.05, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.05, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.05, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.05, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.05, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.1, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.1, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.1, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.1, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.1, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.25, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.25, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.25, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.25, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.25, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.25, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.75, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.75, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.75, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.75, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.75, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 0.75, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 1.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 2, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 2, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 2, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 2, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 2, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 2, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.01, 3, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.01, 3, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.01, 3, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.01, 3, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.01, 3, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.01, 3, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.01, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.01, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.01, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.01, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.01, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.01, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.05, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.05, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.05, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.05, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.05, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.05, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.1, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.1, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.1, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.1, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.1, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.25, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.25, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.25, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.25, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.25, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.25, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.75, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.75, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.75, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.75, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.75, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 0.75, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 1.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 2, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 2, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 2, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 2, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 2, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 2, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.001, 3, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.001, 3, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.001, 3, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.001, 3, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.001, 3, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.001, 3, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.01, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.01, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.01, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.01, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.01, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.01, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.05, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.05, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.05, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.05, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.05, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.05, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.1, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.1, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.1, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.1, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.1, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.25, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.25, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.25, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.25, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.25, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.25, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.75, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.75, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.75, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.75, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.75, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 0.75, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 1.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 2, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 2, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 2, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 2, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 2, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 2, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 3, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 3, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 3, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 3, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 3, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.0001, 3, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.01, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.01, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.01, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.01, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.01, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.01, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.05, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.05, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.05, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.05, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.05, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.05, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.1, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.1, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.1, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.1, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.1, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.25, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.25, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.25, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.25, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.25, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.25, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.75, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.75, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.75, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.75, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.75, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 0.75, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1.5, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1.5, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1.5, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1.5, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1.5, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 1.5, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 2, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 2, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 2, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 2, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 2, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 2, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.25, 3, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.25, 3, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.25, 3, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.25, 3, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.25, 3, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.25, 3, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.01, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.01, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.01, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.01, 5)",155.76,62.04210183415774
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.01, 10)",161.92,65.6097065989477
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.01, 20)",176.88,61.247249734171746
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.05, 1)",158.92,91.19930701491104
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.05, 2)",160.52,70.26101052504156
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.05, 3)",160.76,76.75403833024033
"('greedy_selection', 'moment_updating', 0.01, 1.5, 0.05, 5)",155.76,62.04210183415774
